t,intr_x,intr_y,intr_z,def0_x,def0_y,def0_z,def1_x,def1_y,def1_z,event
11.700000000000001,-1159.6334228515625,1.6845538297616258e-08,-503.1006164550781,-39.47539520263672,-4.495721817016602,-2.9898576736450195,-39.555389404296875,4.188904762268066,-2.949965238571167,
11.8,-1169.3240966796875,1.6583838302608456e-08,-507.2381591796875,-39.84709930419922,-4.495421409606934,-2.9895176887512207,-39.927093505859375,4.18737268447876,-2.949624538421631,
11.9,-1168.7303466796875,1.6253157042456223e-08,-506.5406494140625,-40.22765350341797,-4.495113849639893,-2.9891693592071533,-40.30764389038086,4.185818672180176,-2.9492759704589844,
12.0,-1178.4210205078125,1.5835583511147888e-08,-510.67828369140625,-40.59050750732422,-4.494820594787598,-2.9888365268707275,-40.670501708984375,4.184352397918701,-2.9489433765411377,
12.100000000000001,-1198.4273681640625,1.534995952567897e-08,-519.6879272460938,-40.94451141357422,-4.494534492492676,-2.9885125160217285,-41.077606201171875,4.182724952697754,-2.94857120513916,
12.200000000000001,-1197.8179931640625,1.4766284195388835e-08,-518.9722290039062,-41.34276580810547,-4.494225025177002,-2.988147497177124,-41.42275619506836,4.18135404586792,-2.9482548236846924,
12.3,-1207.5867919921875,1.419410367020646e-08,-523.201904296875,-41.652523040771484,-4.493991374969482,-2.9878642559051514,-41.732513427734375,4.180135726928711,-2.9479711055755615,
12.4,-1217.2767333984375,1.3465804471479714e-08,-527.3402099609375,-42.024227142333984,-4.493710994720459,-2.9875237941741943,-42.104217529296875,4.178684711456299,-2.9476306438446045,
12.5,-1237.3907470703125,1.2828830442401795e-08,-536.4785766601562,-42.36937713623047,-4.49345064163208,-2.9872076511383057,-42.44936752319336,4.1773457527160645,-2.947314500808716,
12.600000000000001,-1247.09375,1.197403154407084e-08,-540.6353149414062,-42.696834564208984,-4.493203639984131,-2.9869072437286377,-42.82107162475586,4.175920009613037,-2.946974515914917,
12.700000000000001,-1246.621337890625,1.1240883779350952e-08,-540.0851440429688,-43.00658416748047,-4.492969989776611,-2.986624002456665,-43.08657455444336,4.1749043464660645,-2.946730852127075,
12.8,-1256.385986328125,1.0334951561219441e-08,-544.3148803710938,-43.39598846435547,-4.492676258087158,-2.98626708984375,-43.47597885131836,4.173434257507324,-2.94637393951416,
12.9,-1276.4664306640625,9.398727129905637e-09,-553.4173583984375,-43.705745697021484,-4.492442607879639,-2.98598313331604,-43.82998275756836,4.172105312347412,-2.946049690246582,
